#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 02 06 02 00 330  9.0 11.0    MM    MM    MM  MM 1005.3  10.2  11.5    MM   MM +2.0    MM
2024 02 06 01 50 320  8.0 11.0   2.7     9   6.6 297 1005.1  10.3  11.5    MM   MM   MM    MM
2024 02 06 01 40 330  8.0 10.0    MM    MM    MM  MM 1005.0  10.3  11.5    MM   MM   MM    MM
2024 02 06 01 30 330  8.0 10.0    MM    MM    MM  MM 1004.9  10.3  11.5    MM   MM   MM    MM
2024 02 06 01 20 340  8.0 10.0   2.7    10   6.6 306 1004.8  10.3  11.5    MM   MM   MM    MM
2024 02 06 01 10 330  8.0 10.0   2.7    MM   6.6 306 1004.7  10.3  11.5    MM   MM   MM    MM
2024 02 06 01 00 330  8.0 11.0    MM    MM    MM  MM 1004.6  10.3  11.5    MM   MM +2.1    MM
2024 02 06 00 50 330  8.0 11.0   2.7    10   6.5 302 1004.6  10.3  11.5    MM   MM   MM    MM
2024 02 06 00 40 330  8.0 11.0    MM    MM    MM  MM 1004.5  10.3  11.5    MM   MM   MM    MM
2024 02 06 00 30 320  9.0 11.0    MM    MM    MM  MM 1004.3  10.3  11.5    MM   MM   MM    MM
2024 02 06 00 20 320  9.0 11.0   2.6     9   6.6 309 1004.3  10.3  11.5    MM   MM   MM    MM
2024 02 06 00 10 330  9.0 11.0    MM    MM    MM  MM 1004.0  10.3  11.5    MM   MM   MM    MM
2024 02 06 00 00 330  9.0 11.0    MM    MM    MM  MM 1004.0  10.3  11.5    MM   MM +2.0    MM
2024 02 05 23 50 330  9.0 11.0   2.7    10   6.4 319     MM  10.3    MM    MM   MM   MM    MM
2024 02 05 23 40 330  9.0 12.0    MM    MM    MM  MM 1003.6  10.3  11.5    MM   MM   MM    MM
2024 02 05 23 30 330 10.0 13.0    MM    MM    MM  MM 1003.5  10.2  11.5    MM   MM   MM    MM
2024 02 05 23 20 330  9.0 12.0   2.8    10   7.1 291 1003.4  10.0  11.5    MM   MM   MM    MM
2024 02 05 23 10 330  9.0 12.0   2.8    MM   7.1 291 1003.4  10.0  11.5    MM   MM   MM    MM
2024 02 05 23 00 330  7.0 12.0    MM    MM    MM  MM 1003.3   9.8  11.5    MM   MM +1.7    MM
2024 02 05 22 50 330  6.0 10.0   2.5     8   6.7 310 1003.2   9.9  11.5    MM   MM   MM    MM
2024 02 05 22 40 350  5.0  7.0    MM    MM    MM  MM 1003.0  10.0  11.5    MM   MM   MM    MM
2024 02 05 22 30 350  5.0  7.0    MM    MM    MM  MM 1002.9  10.0  11.5    MM   MM   MM    MM
2024 02 05 22 20 350  5.0  7.0   2.8    10   7.2 312 1002.7  10.0  11.5    MM   MM   MM    MM
2024 02 05 22 10 360  6.0  7.0    MM    MM    MM  MM 1002.5  10.0  11.5    MM   MM   MM    MM
2024 02 05 22 00 340  6.0  8.0    MM    MM    MM  MM 1002.5  10.0  11.5    MM   MM +1.6    MM
2024 02 05 21 50 340  6.0  8.0   2.6     9   7.0 304 1002.4   9.9  11.5    MM   MM   MM    MM
2024 02 05 21 40 340  6.0  8.0    MM    MM    MM  MM 1002.4   9.8  11.5    MM   MM   MM    MM
2024 02 05 21 30 340  6.0  8.0    MM    MM    MM  MM 1002.3   9.8  11.5    MM   MM   MM    MM
2024 02 05 21 20 340  6.0  8.0   2.7     8   7.0 303 1002.2   9.7  11.5    MM   MM   MM    MM
2024 02 05 21 10 340  6.0  8.0   2.7    MM   7.0 303 1002.1   9.7  11.5    MM   MM   MM    MM
2024 02 05 21 00 340  6.0  9.0    MM    MM    MM  MM 1002.0   9.7  11.5    MM   MM +1.8    MM
2024 02 05 20 50 350  7.0  9.0   2.5    10   6.9 288 1001.9   9.7  11.5    MM   MM   MM    MM
2024 02 05 20 40 350  7.0  9.0    MM    MM    MM  MM 1001.9   9.6  11.5    MM   MM   MM    MM
2024 02 05 20 30 340  7.0  9.0    MM    MM    MM  MM 1001.8   9.7  11.5    MM   MM   MM    MM
2024 02 05 20 20 340  7.0 10.0   2.7     9   7.0 311 1001.8   9.7  11.5    MM   MM   MM    MM
2024 02 05 20 10 340  7.0  9.0   2.7    MM   7.0 311 1001.7   9.6  11.5    MM   MM   MM    MM
2024 02 05 20 00 340  7.0  8.0    MM    MM    MM  MM 1001.6   9.6  11.5    MM   MM +2.0    MM
2024 02 05 19 50 340  7.0  9.0   2.4     9   6.8 307 1001.5   9.6  11.5    MM   MM   MM    MM
2024 02 05 19 40 340  7.0  9.0    MM    MM    MM  MM 1001.4   9.5  11.5    MM   MM   MM    MM
2024 02 05 19 30 340  7.0  9.0    MM    MM    MM  MM 1001.3   9.6  11.5    MM   MM   MM    MM
2024 02 05 19 20 340  7.0 10.0   2.7    10   7.0 301 1001.1   9.6  11.5    MM   MM   MM    MM
2024 02 05 19 10 340  7.0  9.0    MM    MM    MM  MM 1000.9   9.5  11.5    MM   MM   MM    MM
2024 02 05 19 00 340  7.0 10.0    MM    MM    MM  MM 1000.9   9.5  11.5    MM   MM +2.2    MM
2024 02 05 18 50 340  8.0 10.0   2.6    10   7.0 317 1000.7   9.6  11.5    MM   MM   MM    MM
2024 02 05 18 40 330  7.0  9.0    MM    MM    MM  MM 1000.6   9.6  11.5    MM   MM   MM    MM
2024 02 05 18 30 330  7.0 10.0    MM    MM    MM  MM 1000.6   9.6  11.5    MM   MM   MM    MM
2024 02 05 18 20  MM  6.0  8.0   2.6    10   7.3 306 1000.5    MM  11.5    MM   MM   MM    MM
2024 02 05 18 10 340  6.0  8.0    MM    MM    MM  MM 1000.3   9.5  11.5    MM   MM   MM    MM
2024 02 05 18 00 330  5.0  7.0    MM    MM    MM  MM 1000.2   9.4  11.4    MM   MM +2.6    MM
2024 02 05 17 50 330  5.0  7.0   2.5    10   7.1 290 1000.2   9.4  11.4    MM   MM   MM    MM
2024 02 05 17 40 330  5.0  7.0    MM    MM    MM  MM 1000.0   9.4  11.4    MM   MM   MM    MM
2024 02 05 17 30 340  3.0  5.0    MM    MM    MM  MM  999.9   9.3  11.4    MM   MM   MM    MM
2024 02 05 17 20 340  4.0  6.0   2.4     9   6.9 308  999.6   9.3  11.4    MM   MM   MM    MM
2024 02 05 17 10 350  3.0  5.0   2.4    MM   6.9 308  999.6   9.3  11.4    MM   MM   MM    MM
2024 02 05 17 00 350  3.0  5.0    MM    MM    MM  MM  999.6   9.4  11.4    MM   MM +2.8    MM
2024 02 05 16 50 350  3.0  5.0   2.4     8   7.0 309  999.4   9.3  11.4    MM   MM   MM    MM
2024 02 05 16 40 350  3.0  5.0    MM    MM    MM  MM  999.3   9.4  11.4    MM   MM   MM    MM
2024 02 05 16 30 350  3.0  5.0    MM    MM    MM  MM  999.2   9.5  11.4    MM   MM   MM    MM
2024 02 05 16 20 350  3.0  4.0   2.1     9   6.6 304  999.0   9.4  11.4    MM   MM   MM    MM
2024 02 05 16 10 350  3.0  5.0   2.1    MM   6.6 304  998.8   9.4  11.4    MM   MM   MM    MM
2024 02 05 16 00  10  3.0  5.0    MM    MM    MM  MM  998.7   9.4  11.4    MM   MM +2.5    MM
2024 02 05 15 50  10  3.0  4.0   2.3     8   6.7 309  998.5   9.3  11.4    MM   MM   MM    MM
2024 02 05 15 40  20  4.0  5.0    MM    MM    MM  MM  998.3   9.4  11.4    MM   MM   MM    MM
2024 02 05 15 30  20  4.0  5.0    MM    MM    MM  MM  998.1   9.4  11.4    MM   MM   MM    MM
2024 02 05 15 20  20  5.0  7.0   2.3     9   6.9 307  997.9   9.4  11.4    MM   MM   MM    MM
2024 02 05 15 10  10  5.0  7.0   2.3    MM   6.9 307  997.7   9.4  11.4    MM   MM   MM    MM
2024 02 05 15 00  20  5.0  7.0    MM    MM    MM  MM  997.6   9.3  11.4    MM   MM +1.8    MM
2024 02 05 14 50  20  5.0  6.0   2.2     8   6.6 310  997.5   9.3  11.4    MM   MM   MM    MM
2024 02 05 14 40  20  5.0  6.0    MM    MM    MM  MM  997.2   9.4  11.4    MM   MM   MM    MM
2024 02 05 14 30  30  5.0  6.0    MM    MM    MM  MM  997.0   9.4  11.4    MM   MM   MM    MM
2024 02 05 14 20  40  5.0  7.0   2.2     8   6.5 305  997.0   9.4  11.4    MM   MM   MM    MM
2024 02 05 14 10  30  5.0  7.0   2.2    MM   6.5 305  996.9   9.5  11.5    MM   MM   MM    MM
2024 02 05 14 00  30  5.0  7.0    MM    MM    MM  MM  996.8   9.5  11.5    MM   MM +1.6    MM
2024 02 05 13 50  30  6.0  7.0   2.1     8   6.5 310  996.7   9.4  11.5    MM   MM   MM    MM
2024 02 05 13 40  30  5.0  7.0    MM    MM    MM  MM  996.6   9.4  11.5    MM   MM   MM    MM
2024 02 05 13 30  20  6.0  7.0    MM    MM    MM  MM  996.5   9.3  11.5    MM   MM   MM    MM
2024 02 05 13 20  20  6.0  7.0   2.1     8   6.3 310  996.4   9.3  11.5    MM   MM   MM    MM
2024 02 05 13 10  20  6.0  7.0   2.1    MM   6.3 310  996.3   9.3  11.5    MM   MM   MM    MM
2024 02 05 13 00  20  6.0  8.0    MM    MM    MM  MM  996.2   9.2  11.5    MM   MM +1.1    MM
2024 02 05 12 50  30  6.0  7.0   2.0     8   6.2 306  996.1   9.3  11.5    MM   MM   MM    MM
2024 02 05 12 40  30  6.0  7.0    MM    MM    MM  MM  996.1   9.2  11.5    MM   MM   MM    MM
2024 02 05 12 30  30  6.0  7.0    MM    MM    MM  MM  996.0   9.2  11.5    MM   MM   MM    MM
2024 02 05 12 20  30  6.0  8.0   1.9     8   6.1 319  995.8   9.4  11.5    MM   MM   MM    MM
2024 02 05 12 10  40  5.0  6.0   1.9    MM   6.1 319  995.8   9.4  11.5    MM   MM   MM    MM
2024 02 05 12 00  50  5.0  6.0    MM    MM    MM  MM  995.8   9.3  11.5    MM   MM +1.0    MM
2024 02 05 11 50  40  5.0  6.0   2.0     8   6.0 316  995.6   9.5  11.5    MM   MM   MM    MM
2024 02 05 11 40  30  5.0  6.0    MM    MM    MM  MM  995.6   9.7  11.5    MM   MM   MM    MM
2024 02 05 11 30  30  5.0  7.0    MM    MM    MM  MM  995.5   9.8  11.5    MM   MM   MM    MM
2024 02 05 11 20  30  5.0  7.0   2.0     8   6.0 313  995.3   9.9  11.5    MM   MM   MM    MM
2024 02 05 11 10  30  5.0  7.0   2.0    MM   6.0 313  995.3   9.8  11.5    MM   MM   MM    MM
2024 02 05 11 00  20  6.0  7.0    MM    MM    MM  MM  995.2  10.0  11.5    MM   MM +0.8    MM
2024 02 05 10 50  30  7.0  8.0   1.9     8   5.9 322  995.2  10.0  11.5    MM   MM   MM    MM
2024 02 05 10 40  30  7.0  9.0   1.9    MM   5.9 322  995.2  10.1  11.5    MM   MM   MM    MM
2024 02 05 10 30  30  6.0  8.0    MM    MM    MM  MM  995.2  10.2  11.5    MM   MM   MM    MM
2024 02 05 10 20  40  6.0  8.0   2.0     8   5.8 314  995.2  10.2  11.5    MM   MM   MM    MM
2024 02 05 10 10  40  6.0  8.0   2.0    MM   5.8 314  995.2  10.4  11.5    MM   MM   MM    MM
2024 02 05 10 00  50  7.0  9.0    MM    MM    MM  MM  995.1  10.6  11.5    MM   MM -0.0    MM
2024 02 05 09 50  30  8.0 10.0   2.0     8   5.7 321  995.1  10.7  11.5    MM   MM   MM    MM
2024 02 05 09 40  30  8.0 10.0    MM    MM    MM  MM  995.0  10.9  11.5    MM   MM   MM    MM
2024 02 05 09 30  30  8.0 10.0    MM    MM    MM  MM  995.0  10.9  11.5    MM   MM   MM    MM
2024 02 05 09 20  30  8.0 10.0   2.0     8   5.7 318  994.9  11.0  11.5    MM   MM   MM    MM
2024 02 05 09 10  20  8.0 10.0   2.0    MM   5.7 318  994.8  11.0  11.5    MM   MM   MM    MM
2024 02 05 09 00  20  9.0 11.0    MM    MM    MM  MM  994.8  11.0  11.5    MM   MM -1.1    MM
2024 02 05 08 50  20  9.0 11.0   2.0     9   5.8 316  994.6  11.2  11.5    MM   MM   MM    MM
2024 02 05 08 40  30  9.0 12.0    MM    MM    MM  MM  994.4  11.2  11.5    MM   MM   MM    MM
2024 02 05 08 30  10  9.0 11.0    MM    MM    MM  MM  994.3  10.9  11.5    MM   MM   MM    MM
2024 02 05 08 20  10  9.0 11.0   2.1     9   6.0 302  994.4  10.9  11.5    MM   MM   MM    MM
2024 02 05 08 10  10  9.0 12.0   2.1    MM   6.0 302  994.2  11.0  11.5    MM   MM   MM    MM
2024 02 05 08 00  20 10.0 13.0    MM    MM    MM  MM  994.4  11.1  11.5    MM   MM -2.1    MM
2024 02 05 07 50  20 10.0 12.0   2.1     9   6.1 310  994.5  11.0  11.5    MM   MM   MM    MM
2024 02 05 07 40  20 10.0 12.0   2.1    MM   6.1 310  994.6  10.9  11.5    MM   MM   MM    MM
2024 02 05 07 30  20  9.0 11.0    MM    MM    MM  MM  994.9  10.8  11.5    MM   MM   MM    MM
2024 02 05 07 20  30  9.0 11.0   2.1     9   6.1 317  995.1  10.8  11.5    MM   MM   MM    MM
2024 02 05 07 10  30  9.0 11.0   2.1    MM   6.1 317  995.2  11.0  11.5    MM   MM   MM    MM
2024 02 05 07 00  30  9.0 11.0    MM    MM    MM  MM  995.3  11.0  11.5    MM   MM -1.5    MM
2024 02 05 06 50  MM  7.0  9.0   2.1    MM   6.2 317  995.5    MM  11.5    MM   MM   MM    MM
2024 02 05 06 40  30  8.0 10.0   2.1    MM   6.2 317  995.5  11.1  11.5    MM   MM   MM    MM
2024 02 05 06 30  30  8.0 10.0    MM    MM    MM  MM  995.6  11.2  11.5    MM   MM   MM    MM
2024 02 05 06 20  40  8.0 10.0   2.0     8   6.3 322  995.7  11.4  11.5    MM   MM   MM    MM
2024 02 05 06 10  40  6.0 10.0   2.0    MM   6.3 322  995.9  11.3  11.5    MM   MM   MM    MM
2024 02 05 06 00  40  5.0  7.0    MM    MM    MM  MM  995.9  11.2  11.5    MM   MM -1.6    MM
2024 02 05 05 50  60  6.0  7.0   2.2    11   6.4 325  996.2  11.3  11.5    MM   MM   MM    MM
2024 02 05 05 40  60  6.0  7.0    MM    MM    MM  MM  996.3  11.2  11.5    MM   MM   MM    MM
2024 02 05 05 30  60  6.0  8.0    MM    MM    MM  MM  996.3  11.2  11.5    MM   MM   MM    MM
2024 02 05 05 20  60  6.0  8.0   2.0     7   6.0 322  996.4  11.1  11.5    MM   MM   MM    MM
2024 02 05 05 10  70  7.0  9.0   2.0    MM   6.0 322  996.5  11.0  11.5    MM   MM   MM    MM
2024 02 05 05 00  70  8.0 10.0    MM    MM    MM  MM  996.5  11.0  11.5    MM   MM -1.8    MM
2024 02 05 04 50  70  8.0 11.0   2.2    10   6.4 316  996.5  11.1  11.5    MM   MM   MM    MM
2024 02 05 04 40  60  9.0 12.0    MM    MM    MM  MM  996.6  11.2  11.5    MM   MM   MM    MM
2024 02 05 04 30  80  8.0 11.0    MM    MM    MM  MM  996.6  11.2  11.5    MM   MM   MM    MM
2024 02 05 04 20  80  8.0 10.0   2.2    10   6.4 322  996.5  11.3  11.5    MM   MM   MM    MM
2024 02 05 04 10  80  8.0 10.0   2.2    MM   6.4 322  996.6  11.4  11.5    MM   MM   MM    MM
2024 02 05 04 00  70  7.0 10.0    MM    MM    MM  MM  996.8  11.6  11.5    MM   MM -2.3    MM
2024 02 05 03 50  60  8.0 10.0   2.2    10   6.4 316  996.8  11.7  11.5    MM   MM   MM    MM
2024 02 05 03 40  40  9.0 12.0   2.2    MM   6.4 316  997.0  11.7  11.5    MM   MM   MM    MM
2024 02 05 03 30  40  9.0 11.0    MM    MM    MM  MM  997.2  11.7  11.5    MM   MM   MM    MM
2024 02 05 03 20  40  9.0 12.0   2.2    10   6.3 316  997.2  11.8  11.5    MM   MM   MM    MM
2024 02 05 03 10  40 10.0 11.0   2.2    MM   6.3 316  997.4  11.9  11.5    MM   MM   MM    MM
2024 02 05 03 00  30 10.0 12.0    MM    MM    MM  MM  997.5  11.9  11.5    MM   MM -2.4    MM
2024 02 05 02 50  30  9.0 12.0   2.3    11   6.4 335  997.6  12.0  11.5    MM   MM   MM    MM
2024 02 05 02 40  30  9.0 11.0    MM    MM    MM  MM  997.7  12.1  11.5    MM   MM   MM    MM
2024 02 05 02 30  30  9.0 11.0    MM    MM    MM  MM  997.9  12.1  11.5    MM   MM   MM    MM
2024 02 05 02 20  30  9.0 10.0   2.3     9   6.3 316  998.1  12.1  11.5    MM   MM   MM    MM
2024 02 05 02 10  30  9.0 10.0   2.3    MM   6.3 316  998.1  12.2  11.5    MM   MM   MM    MM
2024 02 05 02 00  30  9.0 11.0    MM    MM    MM  MM  998.3  12.2  11.5    MM   MM -2.6    MM
2024 02 05 01 50  30  9.0 11.0   2.3    10   6.2 307  998.4  12.2  11.5    MM   MM   MM    MM
2024 02 05 01 40  30  9.0 10.0   2.3    MM   6.2 307  998.5  12.2  11.5    MM   MM   MM    MM
2024 02 05 01 30  30  8.0 10.0    MM    MM    MM  MM  998.6  12.1  11.5    MM   MM   MM    MM
2024 02 05 01 20  20  8.0 11.0   2.3    11   6.4 322  998.8  12.0  11.5    MM   MM   MM    MM
2024 02 05 01 10  20  7.0  9.0   2.3    MM   6.4 322  998.9  11.8  11.5    MM   MM   MM    MM
2024 02 05 01 00  20  8.0 10.0    MM    MM    MM  MM  999.1  11.8  11.5    MM   MM -3.1    MM
2024 02 05 00 50  20  8.0 10.0   2.2    11   5.9 323  999.2  11.7  11.5    MM   MM   MM    MM
2024 02 05 00 40  10  9.0 11.0    MM    MM    MM  MM  999.3  11.6  11.5    MM   MM   MM    MM
2024 02 05 00 30  10  9.0 12.0    MM    MM    MM  MM  999.3  11.4  11.5    MM   MM   MM    MM
2024 02 05 00 20  10  9.0 12.0   2.1    11   5.8 302  999.5  11.2  11.5    MM   MM   MM    MM
2024 02 05 00 10  10  9.0 12.0   2.1    MM   5.8 302  999.7  11.2    MM    MM   MM   MM    MM
2024 02 05 00 00  10 10.0 12.0    MM    MM    MM  MM  999.9  11.1  11.5    MM   MM -3.7    MM
2024 02 04 23 50 360 10.0 12.0   2.2     9   5.9 306 1000.1  11.1  11.5    MM   MM   MM    MM
2024 02 04 23 40  10 10.0 12.0    MM    MM    MM  MM 1000.2  11.0  11.5    MM   MM   MM    MM
2024 02 04 23 20  10 10.0 13.0   2.1    10   5.9 308 1000.4  10.7  11.5    MM   MM   MM    MM
2024 02 04 23 10  10 10.0 12.0   2.1    MM   5.9 308 1000.6  10.7  11.5    MM   MM   MM    MM
2024 02 04 23 00  10 10.0 12.0    MM    MM    MM  MM 1000.9  10.6  11.5    MM   MM -4.3    MM
2024 02 04 22 50  10 10.0 12.0   2.1    11   5.7 315 1001.1  10.6  11.5    MM   MM   MM    MM
2024 02 04 22 40  10 10.0 13.0    MM    MM    MM  MM 1001.2  10.7  11.5    MM   MM   MM    MM
2024 02 04 22 30  10 11.0 13.0    MM    MM    MM  MM 1001.3  10.6  11.5    MM   MM   MM    MM
2024 02 04 22 20  20 10.0 13.0    MM    MM    MM  MM 1001.6  10.6  11.5    MM   MM   MM    MM
2024 02 04 22 10  20 10.0 12.0    MM    MM    MM  MM 1002.0  10.5  11.5    MM   MM   MM    MM
2024 02 04 22 00  20 10.0 12.0   2.1    MM   5.8 317 1002.2  10.5  11.5    MM   MM -4.7    MM
2024 02 04 21 50  20 10.0 12.0    MM    MM    MM  MM 1002.3  10.5  11.5    MM   MM   MM    MM
2024 02 04 21 47  MM   MM   MM   2.1    10    MM  MM     MM    MM    MM    MM   MM   MM    MM
2024 02 04 21 40  20 10.0 12.0    MM    MM    MM  MM 1002.7  10.5  11.5    MM   MM   MM    MM
2024 02 04 21 30  MM  9.0 12.0    MM    MM    MM  MM 1002.9    MM  11.5    MM   MM   MM    MM
2024 02 04 21 10  MM  9.0 12.0    MM    MM    MM  MM 1003.3    MM  11.5    MM   MM   MM    MM
2024 02 04 21 00  MM  9.0 11.0   2.2    10   5.8 305 1003.6    MM  11.5    MM   MM -4.1    MM
2024 02 04 20 50  MM  9.0 11.0   2.2    MM   5.8 305 1003.7    MM  11.5    MM   MM   MM    MM
2024 02 04 20 40  MM  9.0 11.0    MM    MM    MM  MM 1004.2    MM    MM    MM   MM   MM    MM
2024 02 04 20 30  MM  9.0 11.0   2.1    11   6.0 309 1004.4    MM    MM    MM   MM   MM    MM
2024 02 04 20 20  MM  9.0 12.0   2.1    MM   6.0 309 1004.6    MM    MM    MM   MM   MM    MM
2024 02 04 20 10  MM  9.0 12.0    MM    MM    MM  MM 1004.9    MM    MM    MM   MM   MM    MM
2024 02 04 20 00  MM  9.0 12.0   2.1    10   5.9 313 1005.2    MM    MM    MM   MM -3.6    MM
2024 02 04 19 50  MM 10.0 12.0   2.1    MM   5.9 313 1005.4    MM    MM    MM   MM   MM    MM
2024 02 04 19 40  MM  9.0 12.0    MM    MM    MM  MM 1005.6    MM    MM    MM   MM   MM    MM
2024 02 04 19 30  MM  9.0 11.0   2.3    11   6.4 325 1006.0    MM    MM    MM   MM   MM    MM
2024 02 04 19 20  MM 10.0 11.0   2.3    MM   6.4 325 1006.2    MM    MM    MM   MM   MM    MM
2024 02 04 19 10  MM  9.0 12.0    MM    MM    MM  MM 1006.6    MM    MM    MM   MM   MM    MM
2024 02 04 19 00  MM 10.0 12.0   2.2    10   6.1 314 1006.9    MM    MM    MM   MM -2.5    MM
2024 02 04 18 50  MM  9.0 11.0    MM    MM    MM  MM 1006.9    MM    MM    MM   MM   MM    MM
2024 02 04 18 40  MM 10.0 12.0    MM    MM    MM  MM 1007.0    MM    MM    MM   MM   MM    MM
2024 02 04 18 30  MM 10.0 12.0   2.4    11   6.5 298 1007.1    MM    MM    MM   MM   MM    MM
2024 02 04 18 20  MM 10.0 12.0   2.4    MM   6.5 298 1007.3    MM    MM    MM   MM   MM    MM
2024 02 04 18 10  MM  9.0 11.0    MM    MM    MM  MM 1007.5    MM    MM    MM   MM   MM    MM
2024 02 04 18 00  MM  9.0 11.0   2.2    11   6.3 313 1007.7    MM    MM    MM   MM -2.5    MM
2024 02 04 17 50  MM 10.0 11.0    MM    MM    MM  MM 1007.9    MM    MM    MM   MM   MM    MM
2024 02 04 17 40  MM  9.0 11.0    MM    MM    MM  MM 1008.1    MM    MM    MM   MM   MM    MM
2024 02 04 17 30  MM  9.0 11.0   2.5    11   6.9 309 1008.3    MM    MM    MM   MM   MM    MM
2024 02 04 17 20  MM  9.0 11.0   2.5    MM   6.9 309 1008.5    MM    MM    MM   MM   MM    MM
2024 02 04 17 10  MM  9.0 11.0    MM    MM    MM  MM 1008.7    MM    MM    MM   MM   MM    MM
2024 02 04 17 00  MM 10.0 12.0   2.5    11   6.6 309 1008.8    MM    MM    MM   MM -2.1    MM
2024 02 04 16 50  MM 10.0 12.0   2.5    MM   6.6 309 1008.8    MM    MM    MM   MM   MM    MM
2024 02 04 16 40  MM 10.0 12.0    MM    MM    MM  MM 1008.8    MM    MM    MM   MM   MM    MM
2024 02 04 16 30  MM 10.0 12.0   2.2    11   6.6 320 1008.9    MM    MM    MM   MM   MM    MM
2024 02 04 16 20  MM 10.0 12.0   2.2    MM   6.6 320 1009.1    MM    MM    MM   MM   MM    MM
2024 02 04 16 10  MM  9.0 12.0    MM    MM    MM  MM 1009.3    MM    MM    MM   MM   MM    MM
2024 02 04 16 00  MM  9.0 11.0   2.3    11   6.8 311 1009.4    MM    MM    MM   MM -2.5    MM
2024 02 04 15 50  MM  9.0 11.0   2.3    MM   6.8 311 1009.4    MM    MM    MM   MM   MM    MM
2024 02 04 15 40  MM  9.0 11.0    MM    MM    MM  MM 1009.7    MM    MM    MM   MM   MM    MM
2024 02 04 15 30  MM  8.0 10.0   2.4    11   7.3 314 1009.8    MM    MM    MM   MM   MM    MM
2024 02 04 15 20  MM  8.0 10.0   2.4    MM   7.3 314 1010.0    MM    MM    MM   MM   MM    MM
2024 02 04 15 10  MM  8.0 10.0    MM    MM    MM  MM 1010.0    MM    MM    MM   MM   MM    MM
2024 02 04 15 00  MM  7.0  9.0   2.2    11   7.1 321 1010.2    MM    MM    MM   MM   MM    MM
2024 02 04 14 50  MM  8.0 10.0    MM    MM    MM  MM 1010.3    MM    MM    MM   MM   MM    MM
2024 02 04 14 40  MM  8.0 10.0    MM    MM    MM  MM 1010.3    MM    MM    MM   MM   MM    MM
2024 02 04 14 30  MM  8.0 10.0   2.3    10   7.3 317 1010.4    MM    MM    MM   MM   MM    MM
2024 02 04 14 20  MM  8.0 10.0    MM    MM    MM  MM 1010.5    MM    MM    MM   MM   MM    MM
2024 02 04 14 10  MM  7.0  9.0    MM    MM    MM  MM 1010.6    MM    MM    MM   MM   MM    MM
2024 02 04 14 00  MM  7.0  9.0   2.4    11   7.5 321 1010.9    MM    MM    MM   MM -2.3    MM
2024 02 04 13 50  MM  7.0  9.0    MM    MM    MM  MM 1011.0    MM    MM    MM   MM   MM    MM
2024 02 04 13 40  MM  7.0  9.0    MM    MM    MM  MM 1011.3    MM    MM    MM   MM   MM    MM
2024 02 04 13 30  MM  8.0  9.0   2.4    12   7.5 296 1011.5    MM    MM    MM   MM   MM    MM
2024 02 04 13 20  MM  7.0  9.0    MM    MM    MM  MM 1011.6    MM    MM    MM   MM   MM    MM
2024 02 04 13 10  MM  7.0  9.0   2.4    MM   7.5 296 1011.7    MM    MM    MM   MM   MM    MM
2024 02 04 13 00  MM  7.0  9.0    MM    MM    MM  MM 1011.9    MM    MM    MM   MM -1.7    MM
2024 02 04 12 50  MM  7.0  9.0    MM    MM    MM  MM 1012.1    MM    MM    MM   MM   MM    MM
2024 02 04 12 40  MM  7.0  9.0    MM    MM    MM  MM 1012.1    MM    MM    MM   MM   MM    MM
2024 02 04 12 30  MM  7.0  9.0    MM    MM    MM  MM 1012.2    MM    MM    MM   MM   MM    MM
2024 02 04 12 20  MM  7.0  9.0    MM    MM    MM  MM 1012.3    MM    MM    MM   MM   MM    MM
2024 02 04 12 10  MM   MM   MM    MM    MM    MM  MM 1012.4    MM    MM    MM   MM   MM    MM
2024 02 04 12 00  40  7.0  9.0    MM    MM    MM  MM     MM  10.0  11.5    MM   MM   MM    MM
2024 02 04 11 50  40  8.0  9.0   2.4    10   7.3 311 1012.7  10.0  11.5    MM   MM   MM    MM
2024 02 04 11 40  40  8.0 10.0    MM    MM    MM  MM 1012.8   9.9  11.5    MM   MM   MM    MM
2024 02 04 11 30  40  8.0  9.0    MM    MM    MM  MM 1012.9  10.0  11.5    MM   MM   MM    MM
2024 02 04 11 20  40  7.0  9.0   2.6    12   8.1 322 1013.0  10.0  11.5    MM   MM   MM    MM
2024 02 04 11 10  40  8.0 10.0    MM    MM    MM  MM 1013.1  10.0  11.5    MM   MM   MM    MM
2024 02 04 11 00  40  8.0 10.0    MM    MM    MM  MM 1013.2  10.1  11.5    MM   MM -1.8    MM
2024 02 04 10 50  40  8.0  9.0   2.6    12   7.7 318 1013.4  10.2  11.5    MM   MM   MM    MM
2024 02 04 10 40  40  8.0  9.0   2.6    MM   7.7 318 1013.4  10.1  11.5    MM   MM   MM    MM
2024 02 04 10 30  40  8.0 10.0    MM    MM    MM  MM 1013.5  10.1  11.5    MM   MM   MM    MM
2024 02 04 10 20  30  8.0  9.0   2.7    12   8.0 316 1013.5  10.2  11.5    MM   MM   MM    MM
2024 02 04 10 10  30  8.0 10.0   2.7    MM   8.0 316 1013.5  10.2  11.5    MM   MM   MM    MM
2024 02 04 10 00  30  8.0 11.0    MM    MM    MM  MM 1013.6  10.1  11.5    MM   MM -1.8    MM
